transaction_id,user_id,amount,timestamp,merchant,category,location
TXN_000432,USER_003,70.78,2025-11-11 11:07:00,Whole Foods,Other,"Lyon, FR"
TXN_001249,USER_050,54.1,2025-11-11 11:18:00,Airbnb,Fuel,"Rome, IT"
TXN_001201,USER_008,33.27,2025-11-11 12:27:00,Hertz,Fuel,"Lyon, FR"
TXN_001039,USER_021,6.08,2025-11-11 13:58:00,Netflix,Other,"Lyon, FR"
TXN_000845,USER_028,21.77,2025-11-11 14:21:00,BestBuy,Shopping,"Madrid, ES"
TXN_001272,USER_044,3742.891811912977,2025-11-11 14:41:00,Target,Shopping,"Madrid, ES"
TXN_001256,USER_017,104.51,2025-11-11 15:35:00,BestBuy,Other,"Marseille, FR"
TXN_000546,USER_007,8.91,2025-11-11 16:54:00,Netflix,Entertainment,"Brussels, BE"
TXN_001744,USER_013,30.03,2025-11-12 02:59:00,Netflix,Food,"Paris, FR"
TXN_001930,USER_015,35.97,2025-11-12 03:25:00,Whole Foods,Other,"Rome, IT"
TXN_001662,USER_033,60.8,2025-11-12 04:55:00,Hertz,Transport,"Paris, FR"
TXN_000736,USER_024,47.08,2025-11-12 05:09:00,Spotify,Utilities,"London, UK"
TXN_000112,USER_045,274.66,2025-11-12 05:42:00,Whole Foods,Healthcare,"Rome, IT"
TXN_001604,USER_004,21.36,2025-11-12 06:10:00,Netflix,Travel,"Marseille, FR"
TXN_001419,USER_009,1.32,2025-11-12 06:18:00,Google Play,Utilities,"Berlin, DE"
TXN_000465,USER_040,17.8,2025-11-12 07:03:00,Shell Gas,Food,"Lyon, FR"
TXN_001665,USER_032,39.59,2025-11-12 07:09:00,PayPal,Transport,"Madrid, ES"
TXN_001810,USER_011,12.71,2025-11-12 08:26:00,BestBuy,Transport,"London, UK"
TXN_001830,USER_022,4.92,2025-11-12 09:26:00,Whole Foods,Subscription,"Madrid, ES"
TXN_001703,USER_044,21.06,2025-11-12 09:32:00,Hertz,Other,"London, UK"
TXN_000877,USER_021,36.45,2025-11-12 10:12:00,BestBuy,Fuel,"Paris, FR"
TXN_000280,USER_026,6.88,2025-11-12 12:08:00,McDonalds,Other,"Rome, IT"
TXN_000406,USER_031,218.02,2025-11-12 14:11:00,Apple Store,Food,"Madrid, ES"
TXN_001470,USER_011,31.08,2025-11-12 14:22:00,Apple Store,Shopping,"Rome, IT"
TXN_001695,USER_015,25.54,2025-11-12 14:36:00,Netflix,Travel,"New York, US"
TXN_001368,USER_005,23.96,2025-11-12 14:43:00,Uber,Fuel,"Berlin, DE"
TXN_000031,USER_032,25.83,2025-11-12 15:55:00,Google Play,Utilities,"New York, US"
TXN_001587,USER_028,61.81,2025-11-12 15:55:00,McDonalds,Transport,"Rome, IT"
TXN_000751,USER_033,95.05,2025-11-12 17:43:00,Amazon,Subscription,"Marseille, FR"
TXN_001238,USER_042,16.16,2025-11-12 17:57:00,Hotels.com,Healthcare,"Marseille, FR"
TXN_001076,USER_021,8.11,2025-11-12 20:37:00,Netflix,Fuel,"Brussels, BE"
TXN_000966,USER_038,1781.7720257057338,2025-11-13 01:18:00,BestBuy,Utilities,"Moscow, RU"
TXN_001401,USER_015,23.64,2025-11-13 04:38:00,Amazon,Transport,"London, UK"
TXN_001530,USER_010,86.4,2025-11-13 06:06:00,Netflix,Entertainment,"Amsterdam, NL"
TXN_000668,USER_032,53.59,2025-11-13 06:12:00,PayPal,Transport,"Berlin, DE"
TXN_000380,USER_041,28.32,2025-11-13 06:19:00,Hertz,Utilities,"London, UK"
TXN_000378,USER_003,34.33,2025-11-13 06:53:00,Walmart,Other,"London, UK"
TXN_000524,USER_007,242.78,2025-11-13 06:53:00,Google Play,Fuel,"Lyon, FR"
TXN_001897,USER_046,64.81,2025-11-13 06:58:00,Apple Store,Healthcare,"London, UK"
TXN_001179,USER_040,108.46,2025-11-13 08:41:00,McDonalds,Entertainment,"Berlin, DE"
TXN_001786,USER_032,63.52,2025-11-13 11:59:00,Shell Gas,Food,"Madrid, ES"
TXN_001379,USER_008,14.31,2025-11-13 14:13:00,Hotels.com,Transport,"Rome, IT"
TXN_000712,USER_007,66.61,2025-11-13 15:01:00,McDonalds,Utilities,"Lyon, FR"
TXN_000240,USER_043,2.45,2025-11-13 15:56:00,Amazon,Travel,"New York, US"
TXN_000881,USER_043,112.28,2025-11-13 17:18:00,McDonalds,Fuel,"New York, US"
TXN_001298,USER_013,34.74,2025-11-13 17:34:00,Whole Foods,Entertainment,"Rome, IT"
TXN_001670,USER_012,66.6,2025-11-13 18:33:00,Walmart,Utilities,"Madrid, ES"
TXN_001213,USER_032,63.97,2025-11-13 19:52:00,Hotels.com,Food,"Berlin, DE"
TXN_000822,USER_027,189.76,2025-11-13 22:23:00,Hertz,Shopping,"Lagos, NG"
TXN_000003,USER_028,46.29,2025-11-14 02:49:00,Target,Entertainment,"New York, US"
TXN_001188,USER_046,35.23,2025-11-14 04:05:00,PayPal,Food,"Rome, IT"
TXN_000466,USER_039,16.14,2025-11-14 06:16:00,CVS,Shopping,"New York, US"
TXN_001945,USER_016,6.22,2025-11-14 08:00:00,Starbucks,Utilities,"New York, US"
TXN_001251,USER_011,21.34,2025-11-14 08:32:00,CVS,Utilities,"Amsterdam, NL"
TXN_000196,USER_032,32.93,2025-11-14 09:56:00,Delta Airlines,Other,"Berlin, DE"
TXN_000763,USER_048,46.61,2025-11-14 10:25:00,Whole Foods,Entertainment,"Berlin, DE"
TXN_001244,USER_024,357.83,2025-11-14 12:50:00,Whole Foods,Subscription,"Berlin, DE"
TXN_001457,USER_049,84.86,2025-11-14 13:15:00,BestBuy,Healthcare,"Rome, IT"
TXN_001194,USER_014,220.02,2025-11-14 14:17:00,Steam,Fuel,"Lyon, FR"
TXN_000430,USER_035,69.57,2025-11-14 14:46:00,McDonalds,Healthcare,"Marseille, FR"
TXN_000574,USER_019,28.99,2025-11-14 15:05:00,Uber,Fuel,"London, UK"
TXN_001425,USER_007,147.44,2025-11-14 15:38:00,Delta Airlines,Other,"Paris, FR"
TXN_001074,USER_001,46.35,2025-11-14 16:06:00,CVS,Shopping,"Brussels, BE"
TXN_001030,USER_045,59.53,2025-11-14 17:09:00,Target,Transport,"Paris, FR"
TXN_000401,USER_033,4.69,2025-11-14 22:50:00,Walmart,Transport,"Berlin, DE"
TXN_000341,USER_013,281.07,2025-11-14 23:08:00,Spotify,Fuel,"Madrid, ES"
TXN_000803,USER_007,48.99,2025-11-15 00:48:00,Starbucks,Transport,"Berlin, DE"
TXN_000338,USER_009,2805.3835799562303,2025-11-15 02:10:00,Hertz,Travel,"Moscow, RU"
TXN_001536,USER_046,18.51,2025-11-15 02:48:00,Netflix,Fuel,"Amsterdam, NL"
TXN_001301,USER_022,8.67,2025-11-15 05:13:00,BestBuy,Entertainment,"Brussels, BE"
TXN_001036,USER_041,7.71,2025-11-15 05:35:00,Hertz,Fuel,"Lyon, FR"
TXN_000783,USER_005,46.41,2025-11-15 06:07:00,Spotify,Subscription,"Brussels, BE"
TXN_000811,USER_029,291.1,2025-11-15 07:52:00,Netflix,Travel,"Paris, FR"
TXN_000724,USER_009,68.0,2025-11-15 08:15:00,Target,Healthcare,"New York, US"
TXN_000086,USER_017,138.22,2025-11-15 08:33:00,PayPal,Shopping,"Brussels, BE"
TXN_000509,USER_018,18.61,2025-11-15 08:47:00,Target,Utilities,"Brussels, BE"
TXN_000935,USER_024,82.79,2025-11-15 10:32:00,Delta Airlines,Healthcare,"New York, US"
TXN_000508,USER_034,40.84,2025-11-15 13:02:00,Shell Gas,Other,"Rome, IT"
TXN_000467,USER_048,18.26,2025-11-15 16:13:00,Airbnb,Entertainment,"Brussels, BE"
TXN_001310,USER_049,27.61,2025-11-15 16:25:00,McDonalds,Travel,"Lyon, FR"
TXN_001099,USER_029,76.44,2025-11-15 16:47:00,Uber,Entertainment,"Berlin, DE"
TXN_001086,USER_034,25.91,2025-11-15 17:08:00,Hertz,Other,"Marseille, FR"
TXN_000909,USER_015,7.67,2025-11-15 18:30:00,Shell Gas,Fuel,"Berlin, DE"
TXN_001046,USER_017,18.71,2025-11-15 19:19:00,Airbnb,Fuel,"London, UK"
TXN_000577,USER_035,5.08,2025-11-15 20:36:00,Airbnb,Fuel,"New York, US"
TXN_000744,USER_030,15.59,2025-11-16 03:46:00,Google Play,Entertainment,"London, UK"
TXN_001609,USER_046,35.43,2025-11-16 03:47:00,Airbnb,Subscription,"Lyon, FR"
TXN_001253,USER_037,33.56,2025-11-16 04:30:00,Spotify,Other,"Paris, FR"
TXN_000816,USER_040,10.89,2025-11-16 04:48:00,McDonalds,Fuel,"Rome, IT"
TXN_000048,USER_007,19.84,2025-11-16 06:29:00,Hertz,Shopping,"Lyon, FR"
TXN_000318,USER_017,2.28,2025-11-16 08:29:00,Hotels.com,Travel,"Brussels, BE"
TXN_001661,USER_037,57.98,2025-11-16 09:24:00,Delta Airlines,Entertainment,"Rome, IT"
TXN_000846,USER_010,45.33,2025-11-16 09:30:00,Walmart,Entertainment,"London, UK"
TXN_FRAUD_120_0,USER_006,497.70282417820624,2025-11-16 09:57:00,McDonalds,Other,"Paris, FR"
TXN_000268,USER_006,36.43,2025-11-16 09:57:00,McDonalds,Other,"Paris, FR"
TXN_FRAUD_120_1,USER_006,198.94174833992255,2025-11-16 10:02:00,McDonalds,Other,"Paris, FR"
TXN_FRAUD_120_2,USER_006,428.2437665139405,2025-11-16 10:07:00,McDonalds,Other,"Paris, FR"
TXN_000214,USER_044,194.8,2025-11-16 10:46:00,CVS,Subscription,"London, UK"
TXN_000709,USER_007,13.48,2025-11-16 11:13:00,Whole Foods,Fuel,"Rome, IT"
TXN_000409,USER_047,2673.567371854251,2025-11-16 11:25:00,Hotels.com,Transport,"Brussels, BE"
TXN_001205,USER_029,16.84,2025-11-16 11:56:00,Amazon,Subscription,"Paris, FR"
TXN_000978,USER_009,21.71,2025-11-16 13:21:00,PayPal,Subscription,"Brussels, BE"
TXN_000770,USER_031,86.44,2025-11-16 13:43:00,Whole Foods,Other,"Amsterdam, NL"
TXN_000069,USER_017,13.06,2025-11-16 13:53:00,PayPal,Utilities,"Paris, FR"
TXN_000343,USER_023,44.71,2025-11-16 15:43:00,Apple Store,Utilities,"Lyon, FR"
TXN_000667,USER_030,23.55,2025-11-16 15:58:00,Whole Foods,Healthcare,"Madrid, ES"
TXN_000710,USER_010,43.4,2025-11-16 16:11:00,Amazon,Healthcare,"Lyon, FR"
TXN_000789,USER_039,11.89,2025-11-16 16:30:00,BestBuy,Shopping,"Paris, FR"
TXN_001161,USER_006,11.54,2025-11-16 16:54:00,PayPal,Transport,"Marseille, FR"
TXN_001152,USER_012,22.55,2025-11-16 17:14:00,Spotify,Utilities,"Rome, IT"
TXN_001006,USER_036,17.27,2025-11-16 18:49:00,Steam,Fuel,"Lyon, FR"
TXN_000679,USER_048,143.96,2025-11-17 00:36:00,Uber,Other,"Madrid, ES"
TXN_001252,USER_017,56.41,2025-11-17 04:28:00,Hotels.com,Other,"Marseille, FR"
TXN_001788,USER_030,13.89,2025-11-17 07:11:00,Delta Airlines,Shopping,"Marseille, FR"
TXN_000717,USER_037,440.05,2025-11-17 08:57:00,BestBuy,Food,"Berlin, DE"
TXN_001231,USER_019,6.6,2025-11-17 09:11:00,Hertz,Shopping,"Paris, FR"
TXN_001115,USER_018,23.71,2025-11-17 09:28:00,Netflix,Healthcare,"Paris, FR"
TXN_001834,USER_006,46.05,2025-11-17 11:56:00,Google Play,Subscription,"London, UK"
TXN_000582,USER_014,7.36,2025-11-17 14:24:00,Google Play,Fuel,"London, UK"
TXN_000017,USER_050,9.72,2025-11-17 15:02:00,Walmart,Travel,"Madrid, ES"
TXN_000291,USER_038,13.89,2025-11-17 16:10:00,Delta Airlines,Food,"London, UK"
TXN_000111,USER_027,70.53,2025-11-17 18:01:00,PayPal,Healthcare,"Amsterdam, NL"
TXN_001982,USER_032,21.5,2025-11-17 18:10:00,Amazon,Other,"Rome, IT"
TXN_001719,USER_044,72.65,2025-11-17 18:23:00,Walmart,Utilities,"Madrid, ES"
TXN_000468,USER_014,27.07,2025-11-17 18:56:00,Delta Airlines,Utilities,"New York, US"
TXN_000663,USER_001,177.13,2025-11-17 19:41:00,Uber,Transport,"New York, US"
TXN_000449,USER_008,143.71,2025-11-17 21:41:00,Hertz,Fuel,"New York, US"
TXN_000367,USER_006,723.36,2025-11-18 01:07:00,Steam,Subscription,"Brussels, BE"
TXN_001123,USER_021,8.79,2025-11-18 04:23:00,Hertz,Food,"Marseille, FR"
TXN_001290,USER_026,30.27,2025-11-18 06:22:00,Uber,Shopping,"Madrid, ES"
TXN_001299,USER_025,44.36,2025-11-18 06:38:00,Hertz,Utilities,"Rome, IT"
TXN_001675,USER_027,6.05,2025-11-18 07:18:00,Amazon,Healthcare,"New York, US"
TXN_000056,USER_012,50.13,2025-11-18 07:26:00,Target,Entertainment,"Madrid, ES"
TXN_000018,USER_018,27.27,2025-11-18 11:01:00,Whole Foods,Travel,"New York, US"
TXN_001513,USER_033,125.91,2025-11-18 11:10:00,PayPal,Other,"Lagos, NG"
TXN_001717,USER_045,25.06,2025-11-18 12:38:00,Starbucks,Shopping,"Rome, IT"
TXN_001053,USER_047,5.22,2025-11-18 13:30:00,Hertz,Healthcare,"New York, US"
TXN_000726,USER_047,21.68,2025-11-18 14:53:00,Steam,Fuel,"Madrid, ES"
TXN_001684,USER_037,6.95,2025-11-18 16:07:00,Target,Healthcare,"Lyon, FR"
TXN_001488,USER_021,12.51,2025-11-18 16:28:00,Shell Gas,Healthcare,"London, UK"
TXN_000892,USER_040,30.86,2025-11-18 16:45:00,Shell Gas,Travel,"Rome, IT"
TXN_001842,USER_032,88.56,2025-11-18 17:00:00,Walmart,Transport,"New York, US"
TXN_000290,USER_029,29.91,2025-11-18 17:18:00,Airbnb,Utilities,"London, UK"
TXN_000665,USER_017,58.34,2025-11-19 01:49:00,Target,Entertainment,"Rome, IT"
TXN_000604,USER_031,17.1,2025-11-19 03:02:00,Steam,Food,"Lyon, FR"
TXN_000541,USER_025,1911.2229611356506,2025-11-19 03:16:00,CVS,Subscription,"Moscow, RU"
TXN_001328,USER_008,53.26,2025-11-19 04:45:00,Uber,Subscription,"Amsterdam, NL"
TXN_000361,USER_009,12.69,2025-11-19 06:16:00,McDonalds,Subscription,"Lyon, FR"
TXN_000356,USER_029,27.69,2025-11-19 06:24:00,Starbucks,Fuel,"Berlin, DE"
TXN_001454,USER_007,62.46,2025-11-19 06:30:00,Delta Airlines,Subscription,"Rome, IT"
TXN_000062,USER_007,4.45,2025-11-19 08:22:00,Shell Gas,Fuel,"London, UK"
TXN_001204,USER_011,15.78,2025-11-19 10:07:00,CVS,Travel,"Brussels, BE"
TXN_001552,USER_027,27.66,2025-11-19 12:03:00,Hotels.com,Food,"Berlin, DE"
TXN_001917,USER_026,177.77,2025-11-19 12:21:00,Spotify,Utilities,"New York, US"
TXN_000072,USER_008,176.05,2025-11-19 12:44:00,Starbucks,Fuel,"Paris, FR"
TXN_000688,USER_024,17.44,2025-11-19 13:11:00,Steam,Other,"Lyon, FR"
TXN_001303,USER_015,15.19,2025-11-19 13:50:00,Starbucks,Subscription,"Paris, FR"
TXN_000696,USER_048,7.54,2025-11-19 14:03:00,Google Play,Travel,"Marseille, FR"
TXN_000632,USER_041,65.62,2025-11-19 16:19:00,Airbnb,Fuel,"Berlin, DE"
TXN_001950,USER_014,6.86,2025-11-19 16:28:00,Netflix,Entertainment,"Berlin, DE"
TXN_000039,USER_001,199.24,2025-11-19 16:33:00,Walmart,Entertainment,"Lyon, FR"
TXN_000618,USER_050,11.02,2025-11-19 16:49:00,Whole Foods,Food,"Paris, FR"
TXN_000061,USER_049,32.39,2025-11-19 18:48:00,Airbnb,Other,"Amsterdam, NL"
TXN_000167,USER_010,3.88,2025-11-19 20:51:00,McDonalds,Utilities,"Amsterdam, NL"
TXN_001157,USER_029,2609.838999671608,2025-11-20 05:26:00,CVS,Shopping,"New York, US"
TXN_000058,USER_040,27.13,2025-11-20 08:14:00,Whole Foods,Other,"Brussels, BE"
TXN_001775,USER_022,59.04,2025-11-20 09:08:00,Shell Gas,Healthcare,"Madrid, ES"
TXN_001999,USER_032,164.73,2025-11-20 09:36:00,PayPal,Entertainment,"Amsterdam, NL"
TXN_001639,USER_027,4.58,2025-11-20 09:53:00,Walmart,Healthcare,"Marseille, FR"
TXN_001949,USER_030,11.28,2025-11-20 10:04:00,PayPal,Transport,"Brussels, BE"
TXN_000297,USER_022,19.1,2025-11-20 11:20:00,McDonalds,Shopping,"New York, US"
TXN_000269,USER_044,12.52,2025-11-20 12:05:00,Airbnb,Healthcare,"Rome, IT"
TXN_001576,USER_003,73.18,2025-11-20 12:14:00,Spotify,Travel,"Amsterdam, NL"
TXN_000206,USER_012,308.57,2025-11-20 14:27:00,Steam,Other,"New York, US"
TXN_001511,USER_018,64.71,2025-11-20 14:40:00,Hotels.com,Subscription,"Madrid, ES"
TXN_000550,USER_027,32.23,2025-11-20 14:55:00,Starbucks,Travel,"London, UK"
TXN_001000,USER_005,120.47,2025-11-20 14:58:00,Apple Store,Entertainment,"Berlin, DE"
TXN_001363,USER_006,39.85,2025-11-20 15:13:00,McDonalds,Utilities,"Lyon, FR"
TXN_001100,USER_010,136.86,2025-11-20 15:55:00,Walmart,Entertainment,"Amsterdam, NL"
TXN_000305,USER_046,3534.627248789151,2025-11-20 16:07:00,Hertz,Healthcare,"Berlin, DE"
TXN_001495,USER_004,164.33,2025-11-20 16:08:00,CVS,Utilities,"Lyon, FR"
TXN_001716,USER_008,46.01,2025-11-20 16:51:00,Walmart,Healthcare,"Berlin, DE"
TXN_000346,USER_018,37.34,2025-11-20 18:34:00,PayPal,Food,"Madrid, ES"
TXN_000479,USER_024,4.06,2025-11-21 04:22:00,Shell Gas,Shopping,"London, UK"
TXN_000254,USER_005,16.93,2025-11-21 04:41:00,Target,Food,"Madrid, ES"
TXN_000658,USER_008,4.93,2025-11-21 04:58:00,Spotify,Other,"Paris, FR"
TXN_000185,USER_027,69.17,2025-11-21 05:02:00,BestBuy,Subscription,"Lyon, FR"
TXN_001549,USER_023,21.0,2025-11-21 06:01:00,Spotify,Transport,"Marseille, FR"
TXN_001955,USER_041,16.17,2025-11-21 06:11:00,Apple Store,Utilities,"Marseille, FR"
TXN_000777,USER_032,74.91,2025-11-21 07:56:00,CVS,Healthcare,"Madrid, ES"
TXN_000957,USER_011,41.9,2025-11-21 08:05:00,Steam,Travel,"Madrid, ES"
TXN_001864,USER_050,8.09,2025-11-21 09:29:00,Steam,Healthcare,"Amsterdam, NL"
TXN_000321,USER_028,96.63,2025-11-21 09:46:00,Uber,Subscription,"Berlin, DE"
TXN_001429,USER_002,49.43,2025-11-21 09:57:00,Netflix,Other,"Berlin, DE"
TXN_000143,USER_002,13.78,2025-11-21 10:06:00,Uber,Healthcare,"New York, US"
TXN_001843,USER_009,80.97,2025-11-21 10:59:00,Whole Foods,Fuel,"New York, US"
TXN_000666,USER_009,39.14,2025-11-21 13:45:00,Apple Store,Food,"Paris, FR"
TXN_001509,USER_020,30.59,2025-11-21 13:47:00,Uber,Utilities,"New York, US"
TXN_001275,USER_040,65.51,2025-11-21 15:51:00,CVS,Entertainment,"Amsterdam, NL"
TXN_001028,USER_015,8.9,2025-11-21 15:57:00,Amazon,Subscription,"New York, US"
TXN_001395,USER_039,20.75,2025-11-21 16:57:00,Shell Gas,Utilities,"Rome, IT"
TXN_001586,USER_013,12.01,2025-11-21 17:07:00,Airbnb,Transport,"Rome, IT"
TXN_000438,USER_021,30.07,2025-11-21 17:13:00,BestBuy,Transport,"Marseille, FR"
TXN_001247,USER_040,180.05,2025-11-21 18:03:00,Hotels.com,Food,"Brussels, BE"
TXN_000202,USER_048,107.79,2025-11-21 21:15:00,BestBuy,Food,"Rome, IT"
TXN_000697,USER_041,76.25,2025-11-21 21:40:00,Apple Store,Subscription,"Paris, FR"
TXN_000387,USER_010,4.46,2025-11-21 22:51:00,Spotify,Healthcare,"Amsterdam, NL"
TXN_001667,USER_008,55.04,2025-11-22 01:22:00,McDonalds,Utilities,"Lagos, NG"
TXN_000043,USER_007,6.03,2025-11-22 01:30:00,PayPal,Travel,"Madrid, ES"
TXN_000651,USER_038,26.4,2025-11-22 03:20:00,Starbucks,Healthcare,"Lyon, FR"
TXN_001313,USER_009,63.39,2025-11-22 03:38:00,CVS,Healthcare,"Marseille, FR"
TXN_000678,USER_011,57.07,2025-11-22 04:03:00,Uber,Utilities,"Brussels, BE"
TXN_001960,USER_039,21.34,2025-11-22 04:45:00,Walmart,Transport,"Berlin, DE"
TXN_001767,USER_015,217.32,2025-11-22 04:55:00,Target,Travel,"Paris, FR"
TXN_001321,USER_034,203.63,2025-11-22 05:27:00,Google Play,Fuel,"Brussels, BE"
TXN_000595,USER_003,2.68,2025-11-22 06:28:00,Airbnb,Shopping,"Lyon, FR"
TXN_000701,USER_025,10.09,2025-11-22 06:41:00,Hotels.com,Other,"New York, US"
TXN_000008,USER_025,103.59,2025-11-22 07:10:00,Google Play,Other,"London, UK"
TXN_FRAUD_243_0,USER_016,242.92316161480528,2025-11-22 07:17:00,BestBuy,Transport,"Lyon, FR"
TXN_000662,USER_016,10.75,2025-11-22 07:17:00,BestBuy,Transport,"Lyon, FR"
TXN_FRAUD_243_1,USER_016,346.27870718754764,2025-11-22 07:22:00,BestBuy,Transport,"Lyon, FR"
TXN_FRAUD_243_2,USER_016,147.34038818029612,2025-11-22 07:27:00,BestBuy,Transport,"Lyon, FR"
TXN_000324,USER_021,65.54,2025-11-22 08:41:00,Apple Store,Transport,"Marseille, FR"
TXN_000766,USER_019,8.63,2025-11-22 10:18:00,Starbucks,Utilities,"Brussels, BE"
TXN_001534,USER_005,36.22,2025-11-22 10:23:00,Walmart,Shopping,"Berlin, DE"
TXN_000800,USER_047,12.47,2025-11-22 10:45:00,Netflix,Entertainment,"Rome, IT"
TXN_000890,USER_017,36.18,2025-11-22 11:00:00,Whole Foods,Subscription,"Berlin, DE"
TXN_001720,USER_026,2339.4921029622005,2025-11-22 11:27:00,PayPal,Entertainment,"Amsterdam, NL"
TXN_000426,USER_004,101.03,2025-11-22 13:14:00,Apple Store,Subscription,"Lyon, FR"
TXN_000228,USER_008,62.97,2025-11-22 14:03:00,Hertz,Transport,"Madrid, ES"
TXN_001474,USER_032,69.51,2025-11-22 14:32:00,Shell Gas,Travel,"Rome, IT"
TXN_001613,USER_047,44.66,2025-11-22 14:57:00,Google Play,Travel,"Marseille, FR"
TXN_000501,USER_007,45.6,2025-11-22 16:21:00,Starbucks,Entertainment,"New York, US"
TXN_000730,USER_038,23.1,2025-11-22 16:47:00,BestBuy,Other,"Lyon, FR"
TXN_000601,USER_046,51.17,2025-11-22 16:48:00,Shell Gas,Subscription,"Lyon, FR"
TXN_000827,USER_008,4.31,2025-11-22 17:36:00,Uber,Shopping,"Berlin, DE"
TXN_001933,USER_009,18.44,2025-11-22 19:08:00,Target,Fuel,"Marseille, FR"
TXN_001416,USER_011,12.84,2025-11-23 05:01:00,Starbucks,Fuel,"New York, US"
TXN_000554,USER_042,13.76,2025-11-23 05:31:00,McDonalds,Entertainment,"Brussels, BE"
TXN_000849,USER_029,6.09,2025-11-23 06:27:00,Hertz,Entertainment,"Brussels, BE"
TXN_000002,USER_009,48.55,2025-11-23 06:31:00,Hertz,Food,"Amsterdam, NL"
TXN_001590,USER_001,63.23,2025-11-23 07:28:00,PayPal,Healthcare,"Rome, IT"
TXN_001957,USER_025,139.94,2025-11-23 10:38:00,BestBuy,Transport,"Brussels, BE"
TXN_001554,USER_038,9.25,2025-11-23 11:41:00,Apple Store,Transport,"Paris, FR"
TXN_000962,USER_033,15.26,2025-11-23 12:23:00,Target,Fuel,"London, UK"
TXN_001820,USER_033,7.43,2025-11-23 12:40:00,Apple Store,Travel,"Brussels, BE"
TXN_001067,USER_048,19.35,2025-11-23 13:37:00,Whole Foods,Travel,"Rome, IT"
TXN_001443,USER_044,155.6,2025-11-23 15:13:00,Airbnb,Fuel,"Lyon, FR"
TXN_000578,USER_028,365.8,2025-11-23 15:35:00,Uber,Utilities,"Paris, FR"
TXN_001501,USER_010,276.59,2025-11-23 15:59:00,Shell Gas,Utilities,"Rome, IT"
