transaction_id,user_id,amount,timestamp,merchant,category,location
TXN_000056,USER_012,50.13,2025-11-18 07:26:00,Target,Entertainment,"Madrid, ES"
TXN_000290,USER_029,29.91,2025-11-18 17:18:00,Airbnb,Utilities,"London, UK"
TXN_000361,USER_009,12.69,2025-11-19 06:16:00,McDonalds,Subscription,"Lyon, FR"
TXN_000356,USER_029,27.69,2025-11-19 06:24:00,Starbucks,Fuel,"Berlin, DE"
TXN_000062,USER_007,4.45,2025-11-19 08:22:00,Shell Gas,Fuel,"London, UK"
TXN_000072,USER_008,176.05,2025-11-19 12:44:00,Starbucks,Fuel,"Paris, FR"
TXN_000039,USER_001,199.24,2025-11-19 16:33:00,Walmart,Entertainment,"Lyon, FR"
TXN_000061,USER_049,32.39,2025-11-19 18:48:00,Airbnb,Other,"Amsterdam, NL"
TXN_000167,USER_010,3.88,2025-11-19 20:51:00,McDonalds,Utilities,"Amsterdam, NL"
TXN_000058,USER_040,27.13,2025-11-20 08:14:00,Whole Foods,Other,"Brussels, BE"
TXN_000297,USER_022,19.1,2025-11-20 11:20:00,McDonalds,Shopping,"New York, US"
TXN_000269,USER_044,12.52,2025-11-20 12:05:00,Airbnb,Healthcare,"Rome, IT"
TXN_000206,USER_012,308.57,2025-11-20 14:27:00,Steam,Other,"New York, US"
TXN_000305,USER_046,13.9,2025-11-20 16:07:00,Hertz,Healthcare,"Berlin, DE"
TXN_000346,USER_018,37.34,2025-11-20 18:34:00,PayPal,Food,"Madrid, ES"
TXN_000479,USER_024,4.06,2025-11-21 04:22:00,Shell Gas,Shopping,"London, UK"
TXN_000254,USER_005,16.93,2025-11-21 04:41:00,Target,Food,"Madrid, ES"
TXN_000185,USER_027,69.17,2025-11-21 05:02:00,BestBuy,Subscription,"Lyon, FR"
TXN_000321,USER_028,96.63,2025-11-21 09:46:00,Uber,Subscription,"Berlin, DE"
TXN_000143,USER_002,13.78,2025-11-21 10:06:00,Uber,Healthcare,"New York, US"
TXN_000438,USER_021,30.07,2025-11-21 17:13:00,BestBuy,Transport,"Marseille, FR"
TXN_000202,USER_048,107.79,2025-11-21 21:15:00,BestBuy,Food,"Rome, IT"
TXN_000387,USER_010,4.46,2025-11-21 22:51:00,Spotify,Healthcare,"Amsterdam, NL"
TXN_000043,USER_007,6.03,2025-11-22 01:30:00,PayPal,Travel,"Madrid, ES"
TXN_000008,USER_025,103.59,2025-11-22 07:10:00,Google Play,Other,"London, UK"
TXN_000324,USER_021,65.54,2025-11-22 08:41:00,Apple Store,Transport,"Marseille, FR"
TXN_000426,USER_004,101.03,2025-11-22 13:14:00,Apple Store,Subscription,"Lyon, FR"
TXN_000228,USER_008,62.97,2025-11-22 14:03:00,Hertz,Transport,"Madrid, ES"
TXN_000002,USER_009,48.55,2025-11-23 06:31:00,Hertz,Food,"Amsterdam, NL"
TXN_000394,USER_001,17.22,2025-11-23 19:15:00,Starbucks,Utilities,"Berlin, DE"
TXN_000001,USER_041,8.72,2025-11-24 08:49:00,Netflix,Entertainment,"New York, US"
TXN_000125,USER_043,3.87,2025-11-24 10:24:00,Shell Gas,Subscription,"London, UK"
TXN_000451,USER_029,99.86,2025-11-24 11:31:00,Shell Gas,Other,"Rome, IT"
TXN_000166,USER_028,14.12,2025-11-24 16:22:00,Uber,Transport,"London, UK"
TXN_000089,USER_043,43.45,2025-11-25 06:34:00,Spotify,Fuel,"London, UK"
TXN_000234,USER_013,40.42,2025-11-25 09:42:00,Airbnb,Food,"New York, US"
TXN_000157,USER_016,75.51,2025-11-25 10:23:00,PayPal,Other,"Amsterdam, NL"
TXN_000483,USER_048,0.51,2025-11-25 15:35:00,Hotels.com,Entertainment,"Amsterdam, NL"
TXN_000223,USER_035,204.28,2025-11-25 16:17:00,Google Play,Utilities,"Amsterdam, NL"
TXN_000037,USER_029,9.53,2025-11-25 17:03:00,Uber,Food,"Berlin, DE"
TXN_000060,USER_026,2878.728323160318,2025-11-26 02:30:00,Spotify,Subscription,"Moscow, RU"
TXN_000236,USER_016,94.95,2025-11-26 06:38:00,Whole Foods,Entertainment,"Lyon, FR"
TXN_000371,USER_050,8.06,2025-11-26 09:15:00,Delta Airlines,Shopping,"Lyon, FR"
TXN_000370,USER_023,1.36,2025-11-26 10:44:00,Hertz,Other,"Marseille, FR"
TXN_000239,USER_010,42.1,2025-11-26 18:22:00,Netflix,Transport,"Lyon, FR"
TXN_000461,USER_034,529.36,2025-11-26 19:34:00,Uber,Shopping,"Paris, FR"
TXN_000022,USER_015,138.71,2025-11-27 06:20:00,Hotels.com,Food,"Paris, FR"
TXN_FRAUD_82_0,USER_044,206.92989467065433,2025-11-27 08:48:00,Hertz,Transport,"Madrid, ES"
TXN_000427,USER_044,6.8,2025-11-27 08:48:00,Hertz,Transport,"Madrid, ES"
TXN_FRAUD_82_1,USER_044,258.7585689992286,2025-11-27 08:53:00,Hertz,Transport,"Madrid, ES"
TXN_FRAUD_82_2,USER_044,249.22063338547287,2025-11-27 08:58:00,Hertz,Transport,"Madrid, ES"
TXN_000414,USER_046,4.04,2025-11-27 11:21:00,Shell Gas,Fuel,"Berlin, DE"
TXN_000274,USER_014,98.76,2025-11-27 14:36:00,Netflix,Utilities,"Berlin, DE"
TXN_000458,USER_050,7.78,2025-11-27 15:37:00,PayPal,Travel,"Madrid, ES"
TXN_000227,USER_008,6.41,2025-11-27 18:50:00,Walmart,Utilities,"Rome, IT"
TXN_000265,USER_005,91.99,2025-11-28 01:35:00,Amazon,Food,"Brussels, BE"
TXN_000421,USER_023,41.09,2025-11-28 05:06:00,Walmart,Utilities,"Lyon, FR"
TXN_000476,USER_046,66.72,2025-11-28 05:39:00,Airbnb,Shopping,"Brussels, BE"
TXN_000400,USER_049,37.37,2025-11-28 07:00:00,CVS,Fuel,"Madrid, ES"
TXN_000238,USER_022,187.39,2025-11-28 10:38:00,CVS,Shopping,"London, UK"
TXN_000198,USER_047,83.52,2025-11-28 13:14:00,Starbucks,Food,"Rome, IT"
TXN_000309,USER_009,59.48,2025-11-29 02:52:00,Spotify,Food,"Brussels, BE"
TXN_000186,USER_042,168.93,2025-11-29 05:19:00,Spotify,Fuel,"London, UK"
TXN_000372,USER_034,42.29,2025-11-29 06:07:00,McDonalds,Transport,"Berlin, DE"
TXN_000259,USER_014,91.98,2025-11-29 14:30:00,Hotels.com,Entertainment,"Lyon, FR"
TXN_000156,USER_010,153.95,2025-11-29 14:39:00,Whole Foods,Utilities,"Lyon, FR"
TXN_000230,USER_048,23.0,2025-11-29 14:44:00,PayPal,Food,"Rome, IT"
TXN_000490,USER_019,78.1,2025-11-29 17:00:00,Apple Store,Entertainment,"Madrid, ES"
TXN_000109,USER_009,10.9,2025-11-29 17:02:00,Steam,Transport,"New York, US"
TXN_000327,USER_014,18.45,2025-11-29 18:23:00,CVS,Fuel,"Madrid, ES"
TXN_000023,USER_008,43.05,2025-11-29 19:28:00,McDonalds,Healthcare,"Amsterdam, NL"
TXN_000320,USER_049,2213.25043146791,2025-11-30 01:05:00,Airbnb,Fuel,"Moscow, RU"
TXN_000127,USER_050,11.34,2025-11-30 01:07:00,BestBuy,Other,"Paris, FR"
TXN_000184,USER_046,86.88,2025-11-30 05:07:00,Hertz,Shopping,"Brussels, BE"
TXN_000006,USER_049,17.63,2025-11-30 06:32:00,PayPal,Travel,"London, UK"
TXN_000317,USER_027,14.71,2025-11-30 10:40:00,Shell Gas,Other,"Marseille, FR"
TXN_000064,USER_019,19.7,2025-11-30 11:16:00,Hertz,Utilities,"Amsterdam, NL"
TXN_000105,USER_029,28.53,2025-11-30 14:35:00,Hotels.com,Subscription,"London, UK"
TXN_000435,USER_022,56.6,2025-11-30 15:34:00,Airbnb,Utilities,"Marseille, FR"
TXN_000027,USER_028,6.58,2025-11-30 17:17:00,Amazon,Utilities,"Brussels, BE"
TXN_000015,USER_041,16.11,2025-12-01 03:22:00,Uber,Transport,"Rome, IT"
TXN_000376,USER_042,30.46,2025-12-01 06:25:00,Whole Foods,Transport,"Marseille, FR"
TXN_000095,USER_048,83.43,2025-12-01 08:30:00,Target,Utilities,"Brussels, BE"
TXN_000220,USER_018,46.27,2025-12-01 10:04:00,Hotels.com,Utilities,"Berlin, DE"
TXN_000174,USER_049,92.27,2025-12-01 23:18:00,Delta Airlines,Subscription,"London, UK"
TXN_000472,USER_048,21.08,2025-12-02 07:28:00,PayPal,Fuel,"Rome, IT"
TXN_000028,USER_049,11.51,2025-12-02 12:20:00,BestBuy,Utilities,"Brussels, BE"
TXN_000101,USER_015,881.22,2025-12-02 16:39:00,Delta Airlines,Subscription,"Paris, FR"
TXN_000312,USER_011,67.09,2025-12-03 06:41:00,CVS,Transport,"Rome, IT"
TXN_000358,USER_002,27.42,2025-12-03 09:19:00,Delta Airlines,Healthcare,"Brussels, BE"
TXN_000345,USER_022,41.29,2025-12-03 10:19:00,Hotels.com,Travel,"Brussels, BE"
TXN_000347,USER_039,696.75,2025-12-03 10:22:00,Spotify,Travel,"Lyon, FR"
TXN_000119,USER_030,185.83,2025-12-03 10:51:00,Netflix,Healthcare,"Berlin, DE"
TXN_000154,USER_022,35.63,2025-12-03 12:51:00,Netflix,Subscription,"Lyon, FR"
TXN_000263,USER_002,15.61,2025-12-03 13:05:00,Spotify,Travel,"Berlin, DE"
TXN_000264,USER_001,2.39,2025-12-03 15:43:00,Starbucks,Other,"Madrid, ES"
TXN_000091,USER_009,40.85,2025-12-04 05:14:00,Steam,Transport,"Amsterdam, NL"
TXN_000315,USER_031,23.94,2025-12-04 08:11:00,Whole Foods,Subscription,"Rome, IT"
TXN_000147,USER_008,7.0,2025-12-04 11:08:00,BestBuy,Fuel,"Marseille, FR"
TXN_000464,USER_018,231.67,2025-12-04 11:47:00,BestBuy,Shopping,"Madrid, ES"
TXN_000141,USER_034,52.08,2025-12-04 13:53:00,Uber,Healthcare,"Rome, IT"
TXN_000029,USER_039,66.59,2025-12-05 04:57:00,Google Play,Transport,"Brussels, BE"
TXN_000374,USER_017,62.38,2025-12-05 07:28:00,Hertz,Utilities,"Marseille, FR"
TXN_000211,USER_020,3.34,2025-12-05 13:12:00,Hotels.com,Food,"New York, US"
TXN_000014,USER_023,17.84,2025-12-06 06:30:00,Netflix,Food,"Amsterdam, NL"
TXN_000379,USER_042,37.28,2025-12-06 07:37:00,Whole Foods,Healthcare,"Amsterdam, NL"
TXN_000484,USER_046,11.65,2025-12-06 13:13:00,Uber,Fuel,"Berlin, DE"
TXN_000093,USER_019,79.95,2025-12-06 14:15:00,Whole Foods,Other,"Lagos, NG"
TXN_000053,USER_019,24.34,2025-12-07 07:51:00,Whole Foods,Fuel,"Paris, FR"
TXN_000007,USER_010,1.44,2025-12-07 08:36:00,Apple Store,Food,"Lyon, FR"
TXN_000148,USER_013,29.19,2025-12-07 10:35:00,Hotels.com,Utilities,"Amsterdam, NL"
TXN_000161,USER_041,15.69,2025-12-07 17:04:00,Target,Transport,"New York, US"
TXN_000005,USER_027,16.49,2025-12-08 00:16:00,Whole Foods,Utilities,"Paris, FR"
TXN_000418,USER_020,5.35,2025-12-08 03:07:00,Spotify,Entertainment,"Rome, IT"
TXN_000244,USER_033,86.12,2025-12-08 07:27:00,Walmart,Fuel,"London, UK"
TXN_000158,USER_040,36.06,2025-12-08 09:37:00,Delta Airlines,Healthcare,"Rome, IT"
TXN_000373,USER_046,27.66,2025-12-08 17:10:00,Delta Airlines,Utilities,"Lyon, FR"
TXN_000150,USER_019,162.05,2025-12-09 02:11:00,McDonalds,Utilities,"Paris, FR"
TXN_000080,USER_020,27.3,2025-12-09 05:02:00,Amazon,Entertainment,"Madrid, ES"
TXN_000165,USER_044,64.21,2025-12-09 07:47:00,Netflix,Other,"New York, US"
TXN_000496,USER_041,53.54,2025-12-09 10:52:00,Starbucks,Shopping,"New York, US"
TXN_000012,USER_006,67.85,2025-12-09 11:43:00,BestBuy,Healthcare,"London, UK"
TXN_000215,USER_050,30.32,2025-12-09 18:26:00,Google Play,Entertainment,"New York, US"
TXN_000194,USER_025,217.9,2025-12-09 18:42:00,PayPal,Shopping,"Berlin, DE"
TXN_000463,USER_025,134.36,2025-12-09 21:03:00,Airbnb,Travel,"Marseille, FR"
TXN_000440,USER_025,60.42,2025-12-10 05:16:00,Netflix,Travel,"London, UK"
TXN_000032,USER_004,15.67,2025-12-10 05:44:00,Whole Foods,Food,"Lyon, FR"
TXN_000337,USER_023,40.64,2025-12-10 06:34:00,BestBuy,Other,"Berlin, DE"
TXN_000331,USER_037,155.15,2025-12-10 08:33:00,Starbucks,Utilities,"Madrid, ES"
TXN_000142,USER_036,240.24,2025-12-10 13:32:00,Hotels.com,Subscription,"Rome, IT"
TXN_000049,USER_049,60.45,2025-12-10 17:58:00,PayPal,Subscription,"Rome, IT"
TXN_000107,USER_041,19.24,2025-12-10 19:05:00,Airbnb,Food,"London, UK"
TXN_000075,USER_044,256.7,2025-12-11 02:30:00,BestBuy,Travel,"Brussels, BE"
TXN_000136,USER_021,4.47,2025-12-11 04:41:00,Target,Utilities,"Rome, IT"
TXN_000078,USER_043,7.63,2025-12-11 06:05:00,McDonalds,Food,"Madrid, ES"
TXN_000447,USER_049,77.95,2025-12-11 07:31:00,CVS,Food,"Brussels, BE"
TXN_000098,USER_003,39.45,2025-12-11 09:18:00,CVS,Food,"Lagos, NG"
TXN_000102,USER_036,37.06,2025-12-11 11:46:00,BestBuy,Subscription,"Marseille, FR"
TXN_000100,USER_026,24.84,2025-12-11 13:57:00,Amazon,Food,"Madrid, ES"
TXN_000020,USER_009,52.84,2025-12-11 14:35:00,Hertz,Fuel,"London, UK"
TXN_000381,USER_031,21.74,2025-12-11 14:39:00,Steam,Utilities,"Rome, IT"
TXN_000491,USER_037,111.08,2025-12-11 15:19:00,Hertz,Travel,"London, UK"
TXN_000388,USER_027,275.23,2025-12-11 17:43:00,McDonalds,Travel,"Amsterdam, NL"
TXN_000106,USER_049,80.51,2025-12-11 19:41:00,Netflix,Fuel,"Rome, IT"
TXN_000336,USER_024,46.39,2025-12-12 08:35:00,Amazon,Travel,"Lyon, FR"
TXN_000478,USER_016,121.55,2025-12-12 12:01:00,Apple Store,Food,"Rome, IT"
TXN_000208,USER_030,106.87,2025-12-12 13:30:00,Amazon,Subscription,"London, UK"
TXN_000216,USER_040,23.6,2025-12-12 16:31:00,Starbucks,Food,"Lagos, NG"
TXN_000286,USER_010,17.22,2025-12-12 18:00:00,McDonalds,Other,"Marseille, FR"
TXN_000066,USER_009,24.27,2025-12-13 06:55:00,BestBuy,Fuel,"Marseille, FR"
TXN_000059,USER_021,10.68,2025-12-13 11:01:00,Apple Store,Entertainment,"London, UK"
TXN_000486,USER_020,8.51,2025-12-13 12:11:00,Delta Airlines,Subscription,"Rome, IT"
TXN_000359,USER_008,9.77,2025-12-13 13:37:00,Netflix,Subscription,"New York, US"
TXN_000083,USER_008,170.15,2025-12-13 15:59:00,Whole Foods,Utilities,"Paris, FR"
TXN_000489,USER_002,53.88,2025-12-13 17:23:00,Whole Foods,Other,"Madrid, ES"
TXN_000016,USER_025,103.23,2025-12-14 05:47:00,Hertz,Entertainment,"Berlin, DE"
TXN_000026,USER_049,4.95,2025-12-14 07:37:00,Apple Store,Food,"London, UK"
TXN_000108,USER_016,84.14,2025-12-14 09:09:00,Apple Store,Fuel,"Lyon, FR"
TXN_000182,USER_014,4754.146533377034,2025-12-14 12:23:00,Starbucks,Utilities,"Rome, IT"
TXN_000115,USER_015,10.48,2025-12-14 15:15:00,Hotels.com,Shopping,"Madrid, ES"
TXN_000081,USER_022,21.58,2025-12-15 08:43:00,Target,Utilities,"Berlin, DE"
TXN_000189,USER_005,132.32,2025-12-15 15:37:00,PayPal,Travel,"Brussels, BE"
TXN_000067,USER_018,49.79,2025-12-16 05:26:00,Shell Gas,Travel,"New York, US"
TXN_000325,USER_003,61.02,2025-12-16 05:46:00,Hotels.com,Transport,"Rome, IT"
TXN_000433,USER_022,88.43,2025-12-16 07:17:00,Hertz,Fuel,"Rome, IT"
TXN_000328,USER_008,53.76,2025-12-16 08:03:00,Spotify,Food,"Paris, FR"
TXN_000500,USER_035,6.55,2025-12-16 11:49:00,Delta Airlines,Healthcare,"Marseille, FR"
TXN_000485,USER_050,162.17,2025-12-16 16:12:00,Airbnb,Fuel,"Berlin, DE"
TXN_000164,USER_015,66.52,2025-12-16 16:33:00,Spotify,Subscription,"Lyon, FR"
TXN_000316,USER_050,103.25,2025-12-16 16:37:00,Steam,Fuel,"Brussels, BE"
TXN_000360,USER_040,61.56,2025-12-16 19:32:00,Hotels.com,Entertainment,"Lyon, FR"
TXN_000218,USER_006,8.87,2025-12-17 09:08:00,PayPal,Transport,"New York, US"
TXN_000010,USER_036,13.59,2025-12-17 09:41:00,CVS,Travel,"Amsterdam, NL"
TXN_000204,USER_004,35.35,2025-12-17 11:10:00,Google Play,Healthcare,"Marseille, FR"
TXN_000363,USER_035,14.69,2025-12-17 11:45:00,Spotify,Transport,"Marseille, FR"
TXN_000152,USER_036,554.24,2025-12-17 17:32:00,Starbucks,Subscription,"Lyon, FR"
TXN_000210,USER_038,6.51,2025-12-18 08:28:00,PayPal,Utilities,"Rome, IT"
TXN_000375,USER_041,21.45,2025-12-18 14:27:00,Hertz,Food,"Brussels, BE"
TXN_000471,USER_027,50.02,2025-12-18 15:05:00,Walmart,Fuel,"Amsterdam, NL"
TXN_000092,USER_037,7.69,2025-12-18 15:13:00,Hertz,Shopping,"London, UK"
TXN_000470,USER_016,8.1,2025-12-18 16:44:00,Starbucks,Fuel,"New York, US"
TXN_000159,USER_029,18.47,2025-12-18 19:43:00,Whole Foods,Healthcare,"London, UK"
TXN_000074,USER_003,100.26,2025-12-19 06:11:00,Walmart,Travel,"New York, US"
TXN_000407,USER_038,27.39,2025-12-19 06:38:00,Amazon,Other,"Rome, IT"
TXN_000267,USER_024,10.31,2025-12-19 11:34:00,Apple Store,Other,"Amsterdam, NL"
TXN_000097,USER_044,11.69,2025-12-19 14:02:00,Shell Gas,Transport,"Paris, FR"
TXN_000036,USER_046,11.27,2025-12-19 14:13:00,Google Play,Subscription,"Brussels, BE"
TXN_000258,USER_039,34.83,2025-12-19 16:10:00,BestBuy,Other,"Brussels, BE"
TXN_000412,USER_029,12.7,2025-12-20 08:14:00,Starbucks,Healthcare,"New York, US"
TXN_000384,USER_021,44.85,2025-12-20 09:34:00,Google Play,Healthcare,"Marseille, FR"
TXN_000054,USER_048,21.3,2025-12-20 09:51:00,Walmart,Other,"Rome, IT"
TXN_000357,USER_026,86.95,2025-12-20 11:29:00,Netflix,Entertainment,"Lyon, FR"
TXN_000389,USER_047,7.46,2025-12-20 16:00:00,McDonalds,Subscription,"Brussels, BE"
TXN_000362,USER_044,27.18,2025-12-20 21:30:00,Google Play,Food,"Brussels, BE"
TXN_000348,USER_006,1723.3462286103759,2025-12-21 03:30:00,Spotify,Utilities,"Moscow, RU"
TXN_000193,USER_030,1860.7082914564303,2025-12-21 03:43:00,Shell Gas,Entertainment,"Beijing, CN"
TXN_000171,USER_028,33.6,2025-12-21 05:26:00,Netflix,Shopping,"Lyon, FR"
TXN_000179,USER_017,140.6,2025-12-21 07:55:00,Steam,Fuel,"Paris, FR"
TXN_000439,USER_031,6.13,2025-12-21 08:47:00,Uber,Shopping,"London, UK"
TXN_000241,USER_038,107.54,2025-12-21 08:49:00,McDonalds,Utilities,"Paris, FR"
TXN_000247,USER_006,28.57,2025-12-21 14:26:00,Starbucks,Food,"Marseille, FR"
TXN_000403,USER_009,18.86,2025-12-21 14:47:00,CVS,Travel,"Marseille, FR"
TXN_000482,USER_014,32.79,2025-12-22 07:07:00,Amazon,Entertainment,"New York, US"
TXN_000040,USER_003,49.69,2025-12-22 10:52:00,Delta Airlines,Entertainment,"London, UK"
TXN_000301,USER_005,27.71,2025-12-22 11:54:00,Hertz,Healthcare,"London, UK"
TXN_000070,USER_001,83.74,2025-12-22 15:37:00,Starbucks,Utilities,"Marseille, FR"
TXN_000283,USER_020,19.11,2025-12-23 05:02:00,Apple Store,Transport,"Lyon, FR"
TXN_000199,USER_017,5.84,2025-12-23 05:27:00,Steam,Food,"Berlin, DE"
TXN_000308,USER_014,36.87,2025-12-23 06:37:00,Hotels.com,Entertainment,"New York, US"
TXN_000300,USER_050,45.66,2025-12-23 11:31:00,CVS,Shopping,"Berlin, DE"
TXN_000132,USER_042,302.5,2025-12-23 13:48:00,PayPal,Subscription,"Lyon, FR"
TXN_000045,USER_026,17.44,2025-12-23 18:39:00,BestBuy,Entertainment,"New York, US"
TXN_000436,USER_001,25.64,2025-12-23 20:38:00,Spotify,Other,"New York, US"
TXN_000145,USER_034,24.91,2025-12-23 23:15:00,Hertz,Travel,"Berlin, DE"
TXN_000271,USER_008,9.27,2025-12-24 00:15:00,BestBuy,Utilities,"Amsterdam, NL"
TXN_000192,USER_031,169.38,2025-12-24 04:09:00,Hertz,Fuel,"Madrid, ES"
TXN_000285,USER_050,3499.575179338376,2025-12-24 06:10:00,Starbucks,Entertainment,"Lyon, FR"
TXN_000473,USER_004,560.51,2025-12-24 07:29:00,Steam,Fuel,"Berlin, DE"
TXN_000063,USER_009,37.44,2025-12-24 07:44:00,Target,Entertainment,"Berlin, DE"
TXN_000460,USER_042,12.3,2025-12-24 16:55:00,McDonalds,Fuel,"Madrid, ES"
TXN_000350,USER_003,16.46,2025-12-24 22:27:00,PayPal,Utilities,"Paris, FR"
TXN_000493,USER_047,21.23,2025-12-25 05:58:00,Starbucks,Fuel,"Rome, IT"
TXN_000139,USER_014,48.49,2025-12-25 06:39:00,Netflix,Travel,"London, UK"
TXN_000392,USER_038,6.08,2025-12-25 08:51:00,Walmart,Utilities,"Rome, IT"
TXN_000277,USER_043,19.52,2025-12-25 12:52:00,Steam,Shopping,"Madrid, ES"
TXN_000113,USER_001,117.79,2025-12-25 13:07:00,Steam,Healthcare,"Brussels, BE"
TXN_000243,USER_029,32.54,2025-12-26 06:20:00,Whole Foods,Food,"Rome, IT"
TXN_000299,USER_011,8.44,2025-12-26 07:11:00,Spotify,Healthcare,"Madrid, ES"
TXN_000307,USER_033,40.6,2025-12-26 07:49:00,Google Play,Utilities,"Marseille, FR"
TXN_000281,USER_045,34.23,2025-12-26 07:53:00,PayPal,Food,"New York, US"
TXN_000133,USER_028,33.72,2025-12-26 15:28:00,Airbnb,Transport,"Madrid, ES"
TXN_000181,USER_034,14.31,2025-12-26 16:27:00,Hotels.com,Subscription,"Paris, FR"
TXN_000222,USER_036,30.98,2025-12-26 16:53:00,Steam,Shopping,"London, UK"
TXN_000399,USER_026,7.06,2025-12-27 05:38:00,Apple Store,Fuel,"Berlin, DE"
TXN_000255,USER_007,5.92,2025-12-27 05:39:00,Starbucks,Fuel,"Paris, FR"
TXN_000126,USER_050,50.84,2025-12-27 12:58:00,CVS,Other,"Lyon, FR"
TXN_000229,USER_030,12.26,2025-12-27 13:30:00,Hertz,Healthcare,"Amsterdam, NL"
TXN_FRAUD_268_0,USER_030,459.7246603460035,2025-12-27 13:30:00,Hertz,Healthcare,"Amsterdam, NL"
TXN_FRAUD_268_1,USER_030,325.40394561919345,2025-12-27 13:35:00,Hertz,Healthcare,"Amsterdam, NL"
TXN_FRAUD_268_2,USER_030,113.16071206138875,2025-12-27 13:40:00,Hertz,Healthcare,"Amsterdam, NL"
TXN_000385,USER_049,15.05,2025-12-27 14:20:00,Hertz,Food,"Berlin, DE"
TXN_000459,USER_029,27.14,2025-12-28 07:12:00,Target,Fuel,"Marseille, FR"
TXN_000266,USER_014,10.12,2025-12-28 18:14:00,Airbnb,Travel,"Marseille, FR"
TXN_000323,USER_016,40.38,2025-12-29 04:53:00,Google Play,Entertainment,"Paris, FR"
TXN_000294,USER_033,231.26,2025-12-29 07:17:00,Whole Foods,Fuel,"Paris, FR"
TXN_000397,USER_005,439.79,2025-12-29 10:20:00,Airbnb,Fuel,"London, UK"
TXN_000335,USER_002,4.67,2025-12-29 15:43:00,Hotels.com,Shopping,"Madrid, ES"
TXN_000188,USER_010,42.29,2025-12-29 16:00:00,CVS,Fuel,"Marseille, FR"
TXN_000051,USER_001,171.78,2025-12-29 16:04:00,Airbnb,Utilities,"Madrid, ES"
TXN_000024,USER_005,95.4,2025-12-29 18:12:00,CVS,Subscription,"Brussels, BE"
TXN_000391,USER_006,82.07,2025-12-30 13:20:00,Airbnb,Entertainment,"New York, US"
